sampler id:s,time
265f18c0-0534-4602-8391-6834a98cbae9,19.289504051208496
8bc95d93-1b82-4845-b9b0-9a901524aede,21.37704873085022
aec7ad1e-eb6e-4240-99bc-e189984037ac,22.66578507423401
f74ad128-e8a5-4b60-9938-0ee18afa4834,22.132639169692993
4bb0b256-06aa-4b7b-ae3f-6804b39fbfbe,23.434045791625977
e534c28a-9fc8-45cc-bceb-49f93b364c28,22.43686294555664
27568690-89aa-40e4-a2b3-42df0a8856e5,24.86025595664978
432c1e6f-3955-4c20-a95b-0dddaea608bf,24.91790199279785
3c4d674d-5e8c-4988-97e7-6505e345351f,24.804970026016235
ed2fb0a4-97f8-4bc0-8c0e-22fb66885508,25.665156841278076
19b6e982-bfb8-4e54-bf74-52c05ce70821,23.460780143737793
47cfaa6b-467c-493d-8f0e-0691f6776dd4,25.346874952316284
53c06ad8-9bb1-419a-b310-a6613ae92def,24.758247137069702
bc7861ee-0018-427d-ac2a-2c521efa2331,25.58177399635315
